,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Synonyms,Themes,Genre,German,Spanish,French
10,2023,spring,Skip to Loafer,Skip and Loafer,https://cdn.myanimelist.net/images/anime/1518/138730.jpg,スキップとローファー,Skip and Loafer,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 23,"Kodansha,       Kansai Telecasting,       Crunchyroll,       A-Sketch,       DMM pictures,       DMM Music,       NetEase","None found, add some",P.A. Works,Manga,,SchoolSchool,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"8.121 (scored by 140331140,331 users)
      


1
          indicates a weighted score.","#4992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#870,"302,493","3,513",,,DramaDrama,,,
11,2023,spring,Tonikaku Kawaii 2nd Season,Tonikawa: Over The Moon For You Season 2,https://cdn.myanimelist.net/images/anime/1996/133361.jpg,トニカクカワイイ,Tonikawa,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"ComedyComedy,         RomanceRomance",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.611 (scored by 9160891,608 users)
      


1
          indicates a weighted score.","#15672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#967,"268,122","2,479",,,,,,
12,2023,spring,Dead Mount Death Play,,https://cdn.myanimelist.net/images/anime/1930/133758.jpg,デッドマウント・デスプレイ,Dead Mount Death Play,TV,12,Finished Airing,"Apr 11, 2023 to Jun 27, 2023",Spring 2023,Tuesdays at 00,"Square Enix,       Movic,       Half H.P Studio,       F.M.F,       King Records,       Crunchyroll,       Kadokawa Media House,       Geek Pictures","None found, add some",Geek Toys,Manga,"ActionAction,         FantasyFantasy",,SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"7.271 (scored by 111687111,687 users)
      


1
          indicates a weighted score.","#30072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1003,"259,566","1,242",,"ReincarnationReincarnation,         Urban FantasyUrban Fantasy",,,,
13,2023,spring,Kimi wa Houkago Insomnia,Insomniacs After School,https://cdn.myanimelist.net/images/anime/1402/134007.jpg,君は放課後インソムニア,Insomniacs After School,TV,13,Finished Airing,"Apr 11, 2023 to Jul 4, 2023",Spring 2023,Tuesdays at 00,"TV Tokyo,       Pony Canyon,       Ultra Super Pictures,       Shogakukan,       MAGNET,       CHOCOLATE",Sentai Filmworks,LIDENFILMS,Manga,,SchoolSchool,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"8.071 (scored by 9221692,216 users)
      


1
          indicates a weighted score.","#5722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1078,"240,522","2,214",Kimisomu,,RomanceRomance,,,
14,2023,spring,Kaminaki Sekai no Kamisama Katsudou,Kamikatsu: Working for God in a Godless World,https://cdn.myanimelist.net/images/anime/1794/135148.jpg,神無き世界のカミサマ活動,Kamikatsu,TV,12,Finished Airing,"Apr 6, 2023 to Jul 6, 2023",Spring 2023,Thursdays at 01,"Lantis,       DAX Production,       Kansai Telecasting,       BS NTV,       Kadokawa,       MAGNET,       Bandai Namco Music Live",Crunchyroll,Studio Palette,Manga,"ActionAction,         ComedyComedy,         FantasyFantasy",,SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"6.701 (scored by 9152591,525 users)
      


1
          indicates a weighted score.","#58892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1220,"211,677",736,"Kamikatsu, What God Does in a World Without Gods","IsekaiIsekai,         ParodyParody",,,,
15,2023,spring,Mahoutsukai no Yome Season 2,The Ancient Magus' Bride Season 2,https://cdn.myanimelist.net/images/anime/1532/135155.jpg,魔法使いの嫁 SEASON2,The Ancient Magus' Bride Season 2,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22,"flying DOG,       Sound Team Don Juan,       bilibili,       Mag Garden,       Chiptune,       Twin Engine",Crunchyroll,Studio Kafka,Manga,"DramaDrama,         FantasyFantasy,         RomanceRomance",,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.761 (scored by 6612666,126 users)
      


1
          indicates a weighted score.","#11232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1282,"199,021","1,063","The Ancient Magus Bride 2, Mahoutsukai no Yome 2, Mahoyome","MythologyMythology,         SchoolSchool,         Urban FantasyUrban Fantasy",,,,
16,2023,spring,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,https://cdn.myanimelist.net/images/anime/1071/135255.jpg,転生貴族の異世界冒険録～自重を知らない神々の使徒～,The Aristocrat's Otherworldly Adventure,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 00,"Nippon Columbia,       Studio Mausu,       Docomo Anime Store,       BS11,       Crunchyroll,       Yomiuri TV Enterprise,       Happinet Phantom Studios,       Tohjak,       Hifumi Shobo","None found, add some","Magic Bus,       EMT Squared",Light novel,"ActionAction,         FantasyFantasy,         RomanceRomance",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.681 (scored by 9974199,741 users)
      


1
          indicates a weighted score.","#60522

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1300,"196,420",994,Chronicles of an Aristocrat Reborn in Another World,"HaremHarem,         IsekaiIsekai,         ReincarnationReincarnation",,,,
17,2023,spring,Isekai Shoukan wa Nidome desu,Summoned to Another World for a Second Time,https://cdn.myanimelist.net/images/anime/1387/134151.jpg,異世界召喚は二度目です,Summoned to Another World for a Second Time,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 02,"Futabasha,       BS11,       ABC Animation,       Jinnan Studio,       Bushiroad Move,       Crest","None found, add some",Studio Elle,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         RomanceRomance",,,23 min. per ep.,PG-13 - Teens 13 or older,"5.671 (scored by 6543465,434 users)
      


1
          indicates a weighted score.","#115312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1461,"172,014",760,Isenido,"HaremHarem,         IsekaiIsekai",,,,
18,2023,spring,Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended up at the Duke's Mansion,https://cdn.myanimelist.net/images/anime/1109/130452.jpg,彼女が公爵邸に行った理由,Why Raeliana Ended up at the Duke's Mansion,TV,12,Finished Airing,"Apr 10, 2023 to Jun 26, 2023",Spring 2023,Mondays at 21,"Frontier Works,       Lantis,       AT-X,       Glovision,       Crunchyroll,       Kadokawa,       arma bianca,       Bandai Namco Music Live,       Happinet Phantom Studios,       D&C WEBTOON Biz","None found, add some",Typhoon Graphics,Web manga,"FantasyFantasy,         RomanceRomance",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.531 (scored by 7667576,675 users)
      


1
          indicates a weighted score.","#18592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1499,"168,591","1,532","Geunyeoga Gongjagjeolo Gaya Haessdeon Sajeong, 그녀가 공작저로 가야 했던 사정","IsekaiIsekai,         ReincarnationReincarnation",,,,
19,2023,spring,Otonari ni Ginga,A Galaxy Next Door,https://cdn.myanimelist.net/images/anime/1091/135041.jpg,おとなりに銀河,A Galaxy Next Door,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 01,"Kodansha,       KlockWorx,       Ai Addiction,       King Records,       Crunchyroll","None found, add some",Asahi Production,Manga,"RomanceRomance,         SupernaturalSupernatural",,SeinenSeinen,24 min. per ep.,PG-13 - Teens 13 or older,"7.151 (scored by 6188361,883 users)
      


1
          indicates a weighted score.","#36322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1558,"161,103",611,,"ChildcareChildcare,         Otaku CultureOtaku Culture",,,,
20,2023,spring,Isekai wa Smartphone to Tomo ni. 2,In Another World With My Smartphone 2,https://cdn.myanimelist.net/images/anime/1932/131464.jpg,異世界はスマートフォンとともに。,In Another World With My Smartphone 2,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 23,"Sotsu,       MediaNet,       Pony Canyon,       AT-X,       Asmik Ace,       Hobby Japan,       81 Produce,       Kadokawa,       CTW",Crunchyroll,J.C.Staff,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         RomanceRomance",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.421 (scored by 6287362,873 users)
      


1
          indicates a weighted score.","#75822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1597,"155,872","1,045","In Another World With My Smartphone 2nd Season, In a Different World with a Smartphone.","HaremHarem,         IsekaiIsekai",,,,
21,2023,spring,Ousama Ranking: Yuuki no Takarabako,Ranking of Kings: The Treasure Chest of Courage,https://cdn.myanimelist.net/images/anime/1897/131615.jpg,王様ランキング 勇気の宝箱,Ranking of Kings,TV,10,Finished Airing,"Apr 14, 2023 to Jun 16, 2023",Spring 2023,Fridays at 00,"Aniplex,       Dentsu,       Fuji TV,       Kadokawa,       Bandai Spirits","None found, add some",Wit Studio,Web manga,"AdventureAdventure,         FantasyFantasy",,,22 min. per ep.,PG-13 - Teens 13 or older,"7.341 (scored by 4178341,783 users)
      


1
          indicates a weighted score.","#26242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1651,"149,123",621,Ranking of Kings,,,,,
22,2023,spring,Megami no Café Terrace,The Café Terrace and Its Goddesses,https://cdn.myanimelist.net/images/anime/1963/136050.jpg,女神のカフェテラス,The Café Terrace and Its Goddesses,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Marvelous Entertainment,       Mainichi Broadcasting System,       Kodansha,       Half H.P Studio","None found, add some",Tezuka Productions,Manga,"ComedyComedy,         RomanceRomance,         EcchiEcchi",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.311 (scored by 6343263,432 users)
      


1
          indicates a weighted score.","#27662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1693,"143,993",679,Goddess Café Terrace,"Adult CastAdult Cast,         HaremHarem",,,,
23,2023,spring,Yuusha ga Shinda!,The Legendary Hero Is Dead!,https://cdn.myanimelist.net/images/anime/1868/133866.jpg,勇者が死んだ！,The Legendary Hero Is Dead!,TV,12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",Spring 2023,Fridays at 01,"Pony Canyon,       Tohokushinsha Film Corporation,       Shogakukan,       Crunchyroll,       WOWMAX","None found, add some",LIDENFILMS,Web manga,"ActionAction,         ComedyComedy,         FantasyFantasy,         EcchiEcchi",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.611 (scored by 5608456,084 users)
      


1
          indicates a weighted score.","#64332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1735,"139,610",396,The Hero Is Dead!,"HaremHarem,         ParodyParody",,,,
24,2023,spring,My Home Hero,,https://cdn.myanimelist.net/images/anime/1525/132959.jpg,マイホームヒーロー,My Home Hero,TV,12,Finished Airing,"Apr 2, 2023 to Jun 18, 2023",Spring 2023,Sundays at 23,"Dentsu,       Kodansha,       Nippon Columbia,       KlockWorx,       81 Produce,       Crunchyroll,       BS NTV,       AQUA ARIS,       Bibury Animation CG","None found, add some",Tezuka Productions,Manga,"DramaDrama,         SuspenseSuspense",,SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"7.081 (scored by 5028450,284 users)
      


1
          indicates a weighted score.","#40312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1751,"137,313",460,,"Adult CastAdult Cast,         Organized CrimeOrganized Crime",,,,
25,2023,spring,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,My One-Hit Kill Sister,https://cdn.myanimelist.net/images/anime/1250/135256.jpg,異世界ワンターンキル姉さん ～姉同伴の異世界生活はじめました～,My One-Hit Kill Sister,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 22,"KlockWorx,       Nikkatsu,       BS Fuji,       Tokyo MX,       FUTURE LEAP","None found, add some",Gekkou,Manga,"ComedyComedy,         FantasyFantasy",IsekaiIsekai,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"6.321 (scored by 4249042,490 users)
      


1
          indicates a weighted score.","#81682

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2007,"115,586",460,,,,,,
26,2023,spring,Kidou Senshi Gundam: Suisei no Majo Season 2,Mobile Suit Gundam: The Witch from Mercury Season 2,https://cdn.myanimelist.net/images/anime/1023/134768.jpg,機動戦士ガンダム 水星の魔女,Mobile Suit Gundam,TV,12,Finished Airing,"Apr 9, 2023 to Jul 2, 2023",Spring 2023,Sundays at 17,"Sotsu,       Mainichi Broadcasting System,       Bandai Namco Filmworks","None found, add some",Sunrise,Original,"ActionAction,         Sci-FiSci-Fi",,,24 min. per ep.,R - 17+ (violence & profanity),"7.911 (scored by 5524455,244 users)
      


1
          indicates a weighted score.","#7942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2241,"98,634",803,,"MechaMecha,         SchoolSchool,         SpaceSpace",,,,
27,2023,spring,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,https://cdn.myanimelist.net/images/anime/1397/133339.jpg,贄姫と獣の王,Sacrificial Princess and the King of Beasts,TV,24,Finished Airing,"Apr 20, 2023 to Sep 28, 2023",Spring 2023,Thursdays at 00,"Pony Canyon,       Hakusensha,       BS11,       Crunchyroll,       Contents Seed,       WOWMAX","None found, add some",J.C.Staff,Manga,"FantasyFantasy,         RomanceRomance",AnthropomorphicAnthropomorphic,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"7.941 (scored by 2758127,581 users)
      


1
          indicates a weighted score.","#7492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2401,"87,829",628,,,,,,
28,2023,spring,Kuma Kuma Kuma Bear Punch!,,https://cdn.myanimelist.net/images/anime/1132/134608.jpg,くまクマ熊ベアーぱーんち！,,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 22,"Nippon Animation,       AT-X,       Nippon Columbia,       Tokyo MX,       Good Smile Company,       Kanon Sound,       NichiNare,       Kadokawa,       Shufu to Seikatsusha,       Hike",Crunchyroll,EMT Squared,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy",IsekaiIsekai,,23 min. per ep.,PG-13 - Teens 13 or older,"7.281 (scored by 3368633,686 users)
      


1
          indicates a weighted score.","#29042

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2418,"87,173",440,"Kuma Kuma Kuma Bear 2nd Season, The Bears Bear a Bare Kuma 2nd Season",,,,,
29,2023,spring,Mahou Shoujo Magical Destroyers,Magical Destroyers,https://cdn.myanimelist.net/images/anime/1203/134079.jpg,魔法少女マジカルデストロイヤーズ,Magical Destroyers,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Mainichi Broadcasting System,       King Records,       Bit grooove promotion,       Sankyo","None found, add some",Bibury Animation Studios,Original,"ActionAction,         SuspenseSuspense",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.261 (scored by 2351723,517 users)
      


1
          indicates a weighted score.","#85002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2563,"79,100",236,"Magical Girl Magical Destroyers, MagiDes","Mahou ShoujoMahou Shoujo,         Otaku CultureOtaku Culture,         PsychologicalPsychological",,,,
30,2023,spring,Edens Zero 2nd Season,Edens Zero Season 2,https://cdn.myanimelist.net/images/anime/1943/135100.jpg,エデンズ ゼロ,Edens Zero Season 2,TV,25,Finished Airing,"Apr 2, 2023 to Oct 1, 2023",Spring 2023,Sundays at 00,"Kodansha,       Nippon Television Network,       Nippon Television Music","None found, add some",J.C.Staff,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi",SpaceSpace,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.431 (scored by 2012220,122 users)
      


1
          indicates a weighted score.","#22332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2641,"75,284",307,,,,,,
31,2023,spring,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,My Clueless First Friend,https://cdn.myanimelist.net/images/anime/1350/133642.jpg,事情を知らない転校生がグイグイくる。,My Clueless First Friend,TV,13,Finished Airing,"Apr 9, 2023 to Jul 2, 2023",Spring 2023,Sundays at 22,"Pierrot,       Sony Pictures Entertainment,       Square Enix,       Animax,       Nippon Columbia,       BS Fuji,       Crunchyroll,       Yomiuri TV Enterprise,       Jinnan Studio","None found, add some",Studio Signpost,Manga,"ComedyComedy,         RomanceRomance",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.511 (scored by 3248232,482 users)
      


1
          indicates a weighted score.","#19172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2695,"73,072",297,The Clueless Transfer Student Is Assertive.,"Love Status QuoLove Status Quo,         SchoolSchool",,,,
32,2023,spring,Edomae Elf,Otaku Elf,https://cdn.myanimelist.net/images/anime/1171/133777.jpg,江戸前エルフ,Otaku Elf,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 02,"Mainichi Broadcasting System,       Kodansha,       Nikkatsu,       NetEase,       Heart Company,       INSPION Edge",Sentai Filmworks,C2C,Manga,"ComedyComedy,         FantasyFantasy",,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.261 (scored by 2499124,991 users)
      


1
          indicates a weighted score.","#30302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2777,"69,512",205,"A Sloven Elf Who Have Been from the Edo Period, Shut-In Elf","Otaku CultureOtaku Culture,         Urban FantasyUrban Fantasy",,,,
33,2023,spring,Ao no Orchestra,,https://cdn.myanimelist.net/images/anime/1832/133754.jpg,青のオーケストラ,,TV,24,Finished Airing,"Apr 9, 2023 to Oct 8, 2023",Spring 2023,Sundays at 17,"NHK,       NHK Enterprises","None found, add some",Nippon Animation,Web manga,,,,25 min. per ep.,PG-13 - Teens 13 or older,"7.161 (scored by 1698316,983 users)
      


1
          indicates a weighted score.","#35752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2927,"63,080",272,The Blue Orchestra,"MusicMusic,         Performing ArtsPerforming Arts,         SchoolSchool",DramaDrama,,,
34,2023,spring,Watashi no Yuri wa Oshigoto desu!,Yuri is My Job!,https://cdn.myanimelist.net/images/anime/1708/133360.jpg,私の百合はお仕事です！,Yuri is My Job!,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22,"Frontier Works,       Sotsu,       AT-X,       Nippon Columbia,       KlockWorx,       Asmik Ace,       BS Fuji,       Tokyo MX,       Infinite,       Ichijinsha,       BS NTV,       arma bianca,       Happinet Phantom Studios","None found, add some","Passione,       Studio Lings",Manga,"ComedyComedy,         Girls LoveGirls Love",WorkplaceWorkplace,,23 min. per ep.,PG-13 - Teens 13 or older,"6.681 (scored by 2141321,413 users)
      


1
          indicates a weighted score.","#60572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3039,"58,847",305,"Schwestern in Liebe!, Watayuri",,,,,
