,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Theme,Synonyms,Genre,German,Spanish,French
35,2023,winter,Mononogatari,Malevolent Spirits: Mononogatari,https://cdn.myanimelist.net/images/anime/1173/131830.jpg,もののがたり,Malevolent Spirits,TV,12,Finished Airing,"Jan 10, 2023 to Mar 28, 2023",Winter 2023,Tuesdays at 00,"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       Shueisha,       BS11,       Quaras,       GREE Entertainment,       Bandai Namco Music Live,       Happinet Phantom Studios","None found, add some",Bandai Namco Pictures,Manga,"ActionAction,         SupernaturalSupernatural","Adult CastAdult Cast,         MythologyMythology",SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"7.251 (scored by 2604126,041 users)
      


1
          indicates a weighted score.","#30872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2656,"74,703",256,,,,,,
36,2023,winter,Tsurune: Tsunagari no Issha,Tsurune - The Linking Shot -,https://cdn.myanimelist.net/images/anime/1803/132337.jpg,ツルネ ―つながりの一射―,Tsurune - The Linking Shot -,TV,13,Finished Airing,"Jan 5, 2023 to Mar 30, 2023",Winter 2023,Thursdays at 00,"Lantis,       Pony Canyon,       Rakuonsha,       ABC Animation,       Heart Company,       Bandai Namco Music Live",Sentai Filmworks,Kyoto Animation,Light novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,"8.091 (scored by 1872218,722 users)
      


1
          indicates a weighted score.","#5422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2966,"61,826",455,SchoolSchool,Tsurune 2nd Season,SportsSports,,,
37,2023,winter,Ooyukiumi no Kaina,Kaina of the Great Snow Sea,https://cdn.myanimelist.net/images/anime/1064/131833.jpg,大雪海のカイナ,Kaina of the Great Snow Sea,TV,11,Finished Airing,"Jan 12, 2023 to Mar 23, 2023",Winter 2023,Thursdays at 00,"Sony Pictures Entertainment,       Dentsu,       Fuji TV,       BS Fuji,       bilibili,       Crunchyroll,       NetEase","None found, add some",Polygon Pictures,Original,"AdventureAdventure,         DramaDrama,         FantasyFantasy",,,22 min. per ep.,PG-13 - Teens 13 or older,"6.681 (scored by 1541715,417 users)
      


1
          indicates a weighted score.","#60162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3246,"51,692",172,,,,,,
38,2023,winter,Nokemono-tachi no Yoru,The Tale of Outcasts,https://cdn.myanimelist.net/images/anime/1087/129002.jpg,ノケモノたちの夜,The Tale of Outcasts,TV,13,Finished Airing,"Jan 8, 2023 to Apr 2, 2023",Winter 2023,Sundays at 22,"Pony Canyon,       KlockWorx,       Studio Mausu,       Shogakukan,       Crunchyroll,       Yomiuri TV Enterprise","None found, add some",Ashi Productions,Manga,"ActionAction,         FantasyFantasy","AnthropomorphicAnthropomorphic,         HistoricalHistorical,         Urban FantasyUrban Fantasy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.611 (scored by 1403714,037 users)
      


1
          indicates a weighted score.","#64422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3400,"47,443",127,,,,,,
39,2023,winter,Hikari no Ou,The Fire Hunter,https://cdn.myanimelist.net/images/anime/1787/131675.jpg,火狩りの王,The Fire Hunter,TV,10,Finished Airing,"Jan 14, 2023 to Mar 18, 2023",Winter 2023,Saturdays at 22,"Production I.G,       WOWOW,       flying DOG","None found, add some",Signal.MD,Light novel,"AdventureAdventure,         DramaDrama,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.331 (scored by 1355513,555 users)
      


1
          indicates a weighted score.","#80872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3405,"47,442",103,,,,,,
40,2023,winter,Ars no Kyojuu,Giant Beasts of Ars,https://cdn.myanimelist.net/images/anime/1866/133949.jpg,アルスの巨獣,Giant Beasts of Ars,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,Saturdays at 01,"Mainichi Broadcasting System,       Sentai Filmworks,       bilibili,       DMM.com,       Bit grooove promotion,       NetEase","None found, add some",Asahi Production,Original,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.041 (scored by 1453714,537 users)
      


1
          indicates a weighted score.","#97322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3443,"46,582",90,,,,,,
41,2023,winter,The Legend of Heroes: Sen no Kiseki - Northern War,The Legend of Heroes: Trails of Cold Steel - Northern War,https://cdn.myanimelist.net/images/anime/1894/133297.jpg,The Legend of Heroes 閃の軌跡 Northern War,The Legend of Heroes,TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023",Winter 2023,Sundays at 23,"Nihon Falcom,       Crunchyroll,       NADA Holdings,       USERJOY Technology","None found, add some",Tatsunoko Production,Game,"ActionAction,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"5.641 (scored by 97959,795 users)
      


1
          indicates a weighted score.","#116392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3798,"39,079",123,MilitaryMilitary,Eiyuu Densetsu,,,,
42,2023,winter,Kyuuketsuki Sugu Shinu 2,The Vampire Dies in No Time Season 2,https://cdn.myanimelist.net/images/anime/1254/131832.jpg,吸血鬼すぐ死ぬ2,The Vampire Dies in No Time Season 2,TV,12,Finished Airing,"Jan 9, 2023 to Mar 27, 2023",Winter 2023,Mondays at 23,"Frontier Works,       Marvelous Entertainment,       Pony Canyon,       Studio Mausu,       Hakuhodo DY Music & Pictures,       Akita Shoten,       BS11,       Kadokawa Media House","None found, add some",Madhouse,Manga,"ComedyComedy,         FantasyFantasy","Adult CastAdult Cast,         Gag HumorGag Humor,         Urban FantasyUrban Fantasy,         VampireVampire",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.451 (scored by 1324413,244 users)
      


1
          indicates a weighted score.","#21552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3932,"36,230",122,,KyuuShi,,,,
43,2023,winter,Mou Ippon!,"""Ippon"" again!",https://cdn.myanimelist.net/images/anime/1039/131684.jpg,もういっぽん！,"""Ippon"" again!",TV,13,Finished Airing,"Jan 9, 2023 to Apr 3, 2023",Winter 2023,Mondays at 01,"TV Tokyo,       Pony Canyon,       Akita Shoten,       MAGNET,       CHOCOLATE,       Three S Studio",Sentai Filmworks,Bakken Record,Manga,,"Combat SportsCombat Sports,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.091 (scored by 84188,418 users)
      


1
          indicates a weighted score.","#39462

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4682,"24,981",53,,,SportsSports,,,
44,2023,winter,Majutsushi Orphen Hagure Tabi: Urbanrama-hen,Sorcerous Stabber Orphen -Chaos in Urbanrama-,https://cdn.myanimelist.net/images/anime/1388/132318.jpg,魔術士オーフェンはぐれ旅 アーバンラマ編,Sorcerous Stabber Orphen -Chaos in Urbanrama-,TV,12,Finished Airing,"Jan 18, 2023 to Apr 5, 2023",Winter 2023,Wednesdays at 20,"WOWOW,       Lantis,       MediaNet,       Bushiroad,       BS Fuji,       Nippon Television Network,       Yomiuri TV Enterprise,       TO Books,       NetEase,       Bandai Namco Music Live","None found, add some",Studio Deen,Light novel,"ActionAction,         AdventureAdventure,         DramaDrama,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.151 (scored by 35453,545 users)
      


1
          indicates a weighted score.","#91322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5373,"17,747",60,Martial ArtsMartial Arts,"Majutsushi Orphen Hagure Tabi 3rd Season, Sorcerous Stabber Orphen 3rd Season",,,,
45,2023,winter,Technoroid: Overmind,,https://cdn.myanimelist.net/images/anime/1208/132388.jpg,テクノロイド OVERMIND,,TV,12,Finished Airing,"Jan 5, 2023 to Mar 30, 2023",Winter 2023,Thursdays at 00,"TV Tokyo,       Sotsu,       Avex Pictures,       CyberAgent,       LOGIC&MAGIC,       CMI","None found, add some",Doga Kobo,Mixed media,"MysteryMystery,         Sci-FiSci-Fi","Idols (Male)Idols (Male),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"6.531 (scored by 36443,644 users)
      


1
          indicates a weighted score.","#69082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5576,"16,093",82,,,,,,
46,2023,winter,D4DJ All Mix,,https://cdn.myanimelist.net/images/anime/1995/129754.jpg,D4DJ All Mix,,TV,12,Finished Airing,"Jan 13, 2023 to Mar 31, 2023",Winter 2023,Fridays at 23,"Dentsu,       Bushiroad,       Tokyo MX,       Bushiroad Music,       Donuts,       BS NTV,       Bushiroad Move,       Bushiroad Creative","None found, add some",SANZIGEN,Mixed media,,"Idols (Female)Idols (Female),         MusicMusic,         SchoolSchool",,23 min. per ep.,PG-13 - Teens 13 or older,"7.371 (scored by 58205,820 users)
      


1
          indicates a weighted score.","#24952

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5698,"15,258",135,,,,,,
47,2023,winter,Nijiyon Animation,,https://cdn.myanimelist.net/images/anime/1977/135538.jpg,にじよんあにめーしょん,Nijiyon Animation,TV,12,Finished Airing,"Jan 6, 2023 to Mar 24, 2023",Winter 2023,Fridays at 21,"Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,4-koma manga,,"CGDCTCGDCT,         Idols (Female)Idols (Female)",,3 min. per ep.,PG-13 - Teens 13 or older,"6.801 (scored by 52175,217 users)
      


1
          indicates a weighted score.","#53282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6016,"13,269",44,,,ComedyComedy,,,
48,2023,winter,Hirogaru Sky! Precure,Soaring Sky! Pretty Cure,https://cdn.myanimelist.net/images/anime/1762/135268.jpg,ひろがるスカイ！プリキュア,Soaring Sky! Pretty Cure,TV,50,Finished Airing,"Feb 5, 2023 to Jan 28, 2024",Winter 2023,Sundays at 08,"ABC Animation,       ADK Emotions","None found, add some",Toei Animation,Original,,,,24 min. per ep.,G - All Ages,"7.611 (scored by 38543,854 users)
      


1
          indicates a weighted score.","#15542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6384,"11,386",157,Mahou ShoujoMahou Shoujo,,ActionAction,,,
49,2023,winter,UniteUp!,,https://cdn.myanimelist.net/images/anime/1308/130458.jpg,UniteUp!,,TV,12,Finished Airing,"Jan 7, 2023 to Apr 15, 2023",Winter 2023,Saturdays at 23,"Aniplex,       Sony Music Entertainment",Aniplex of America,CloverWorks,Music,,"Idols (Male)Idols (Male),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"7.051 (scored by 33073,307 users)
      


1
          indicates a weighted score.","#41512

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6468,"11,045",98,,,Slice of LifeSlice of Life,,,
50,2023,winter,Boku to Roboko,Me & Roboco,https://cdn.myanimelist.net/images/anime/1986/134747.jpg,僕とロボコ,Me & Roboco,TV,28,Finished Airing,"Dec 5, 2022 to Jun 19, 2023",Winter 2023,Mondays at 00,Shueisha,"None found, add some",Gallop,Manga,"ComedyComedy,         Sci-FiSci-Fi","Gag HumorGag Humor,         ParodyParody",ShounenShounen,3 min. per ep.,PG-13 - Teens 13 or older,"6.821 (scored by 29302,930 users)
      


1
          indicates a weighted score.","#52502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7143,"8,714",30,,"Me and Roboco, Roboco and I",,,,
51,2023,winter,Cardfight!! Vanguard: will+Dress Season 2,,https://cdn.myanimelist.net/images/anime/1259/131669.jpg,カードファイト!! ヴァンガード will+Dress Season2,,TV,12,Finished Airing,"Jan 14, 2023 to Apr 1, 2023",Winter 2023,Saturdays at 08,Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.711 (scored by 14151,415 users)
      


1
          indicates a weighted score.","#58422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8715,"5,331",20,Strategy GameStrategy Game,Cardfight!! Vanguard,ActionAction,,,
52,2023,winter,Flaglia: Natsuyasumi no Monogatari,,https://cdn.myanimelist.net/images/anime/1065/129807.jpg,『FLAGLIA』～なつやすみの物語～,,TV,6,Finished Airing,"Jan 17, 2023 to Jan 31, 2023",Winter 2023,Tuesdays at 01,"None found, add some","None found, add some",Gaina,Mixed media,,,,13 min. per ep.,PG-13 - Teens 13 or older,"5.161 (scored by 300300 users)
      


1
          indicates a weighted score.","#129792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9099,"4,715",34,,Flaglia,FantasyFantasy,,,
53,2023,winter,KJ File 2nd Season,,https://cdn.myanimelist.net/images/anime/1416/132315.jpg,KJファイル 第2期,KJ File 2nd Season,TV,13,Finished Airing,"Jan 9, 2023 to Apr 3, 2023",Winter 2023,Mondays at 02,TV Tokyo,"None found, add some","ILCA,       yell",Original,"ActionAction,         Sci-FiSci-Fi",,,4 min. per ep.,PG-13 - Teens 13 or older,"5.251 (scored by 168168 users)
      


1
          indicates a weighted score.","#128072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12066,"1,902",12,,KJ File Second Season,,,,
54,2023,winter,Yomawari Neko,,https://cdn.myanimelist.net/images/anime/1085/131383.jpg,夜廻り猫,,TV,15,Finished Airing,"Mar 21, 2023 to Mar 27, 2023",Winter 2023,Not scheduled once per week,"Sotsu,       NHK","None found, add some",Shogakukan Music & Digital Entertainment,Web manga,,,,5 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15353,724,0,AnthropomorphicAnthropomorphic,,Slice of LifeSlice of Life,,,
55,2023,winter,Heart Cocktail Colorful: Haru-hen,,https://cdn.myanimelist.net/images/anime/1823/139682.jpg,ハートカクテル カラフル 春編,,TV,5,Finished Airing,"Mar 28, 2023 to Mar 29, 2023",Winter 2023,Not scheduled once per week,NHK,"None found, add some","None found, add some",Manga,,,SeinenSeinen,5 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#210882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20847,236,0,,Heart Cocktail Colorful,RomanceRomance,,,
56,2023,winter,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168131,416,813 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,491,987","234,239",,OP,,,,
57,2023,winter,Boruto: Naruto Next Generations,,https://cdn.myanimelist.net/images/anime/1091/99847.jpg,BORUTO -NARUTO NEXT GENERATIONS-,Boruto,TV,293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",Spring 2017,Sundays at 17,"TV Tokyo,       Aniplex,       Rakuonsha,       Shueisha",VIZ Media,Pierrot,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.001 (scored by 456530456,530 users)
      


1
          indicates a weighted score.","#99122

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#208,"894,531","7,375",Martial ArtsMartial Arts,,,,,
58,2023,winter,Blue Lock,,https://cdn.myanimelist.net/images/anime/1258/126929.jpg,ブルーロック,Blue Lock,TV,24,Finished Airing,"Oct 9, 2022 to Mar 26, 2023",Fall 2022,Sundays at 01,"TV Asahi,       Lantis,       Kodansha,       Toy's Factory,       Crunchyroll,       Bandai Spirits,       Bit grooove promotion,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",8bit,Manga,,,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.201 (scored by 423829423,829 users)
      


1
          indicates a weighted score.","#3962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#265,"785,553","13,619",Team SportsTeam Sports,,SportsSports,,,
59,2023,winter,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,https://cdn.myanimelist.net/images/anime/1091/128729.jpg,陰の実力者になりたくて！,The Eminence in Shadow,TV,20,Finished Airing,"Oct 5, 2022 to Feb 15, 2023",Fall 2022,Wednesdays at 22,"AT-X,       BS NTV,       Kadokawa,       NewGin,       Aiming",Sentai Filmworks,Nexus,Light novel,"ActionAction,         ComedyComedy,         FantasyFantasy","IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,R - 17+ (violence & profanity),"8.261 (scored by 400533400,533 users)
      


1
          indicates a weighted score.","#3252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#287,"749,894","16,638",,Shadow Garden,,,,
60,2023,winter,Boku no Hero Academia 6th Season,My Hero Academia Season 6,https://cdn.myanimelist.net/images/anime/1483/126005.jpg,僕のヒーローアカデミア,My Hero Academia Season 6,TV,25,Finished Airing,"Oct 1, 2022 to Mar 25, 2023",Fall 2022,Saturdays at 17,"Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha","None found, add some",Bones,Manga,,"SchoolSchool,         Super PowerSuper Power",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.241 (scored by 357725357,725 users)
      


1
          indicates a weighted score.","#3462

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#293,"722,368","7,278",,My Hero Academia 6,ActionAction,,,
61,2023,winter,Isekai Ojisan,Uncle from Another World,https://cdn.myanimelist.net/images/anime/1743/125204.jpg,異世界おじさん,Uncle from Another World,TV,13,Finished Airing,"Jul 6, 2022 to Mar 8, 2023",Summer 2022,Wednesdays at 22,"Movic,       AT-X,       Sammy,       BS11,       Kadokawa Media House,       Kadokawa","None found, add some",Atelier Pontdarc,Web manga,"ComedyComedy,         FantasyFantasy","Adult CastAdult Cast,         IsekaiIsekai,         Otaku CultureOtaku Culture,         ParodyParody",,24 min. per ep.,PG-13 - Teens 13 or older,"7.771 (scored by 178230178,230 users)
      


1
          indicates a weighted score.","#11062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#646,"389,320","2,168",,"Isekai Uncle, Ojisan in Another World",,,,
62,2023,winter,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164198164,198 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,470","15,311",DetectiveDetective,Detective Conan,,Case Closed,,
63,2023,winter,Fumetsu no Anata e Season 2,To Your Eternity Season 2,https://cdn.myanimelist.net/images/anime/1271/127700.jpg,不滅のあなたへ Season2,To Your Eternity Season 2,TV,20,Finished Airing,"Oct 23, 2022 to Mar 12, 2023",Fall 2022,Sundays at 19,"NHK,       Kodansha,       NHK Enterprises","None found, add some",Drive,Manga,"AdventureAdventure,         DramaDrama,         SupernaturalSupernatural",,ShounenShounen,25 min. per ep.,R - 17+ (violence & profanity),"8.091 (scored by 113327113,327 users)
      


1
          indicates a weighted score.","#5372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#875,"301,816","1,632",,"To Your Eternity 2nd Season, To You, the Immortal 2nd Season",,,,
64,2023,winter,Mairimashita! Iruma-kun 3rd Season,Welcome to Demon School! Iruma-kun Season 3,https://cdn.myanimelist.net/images/anime/1688/128720.jpg,魔入りました！入間くん,Welcome to Demon School! Iruma-kun Season 3,TV,21,Finished Airing,"Oct 8, 2022 to Mar 4, 2023",Fall 2022,Saturdays at 18,"NHK,       NHK Enterprises","None found, add some",Bandai Namco Pictures,Manga,"ComedyComedy,         FantasyFantasy",,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.821 (scored by 9212192,121 users)
      


1
          indicates a weighted score.","#9812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1213,"213,315","1,299",SchoolSchool,Welcome to Demon School! Iruma-kun 3rd Season,,,,
65,2023,winter,Urusei Yatsura (2022),Urusei Yatsura,https://cdn.myanimelist.net/images/anime/1233/129144.jpg,うる星やつら,Urusei Yatsura,TV,23,Finished Airing,"Oct 14, 2022 to Mar 24, 2023",Fall 2022,Fridays at 00,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Fuji TV,       Shogakukan,       Fuji Creative",Sentai Filmworks,David Production,Manga,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,ShounenShounen,22 min. per ep.,PG-13 - Teens 13 or older,"7.411 (scored by 5155751,557 users)
      


1
          indicates a weighted score.","#23282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1333,"191,595","1,235",,"Those Obnoxious Aliens, The Return of Lum, Lum, the Invader Girl",,,,
66,2023,winter,Golden Kamuy 4th Season,Golden Kamuy Season 4,https://cdn.myanimelist.net/images/anime/1855/128059.jpg,ゴールデンカムイ,Golden Kamuy Season 4,TV,13,Finished Airing,"Oct 3, 2022 to Jun 26, 2023",Fall 2022,Mondays at 23,"NBCUniversal Entertainment Japan,       Tokyo MX,       Good Smile Company,       Sammy,       Shueisha,       JR East Marketing & Communications,       Twin Engine","None found, add some",Brain's Base,Manga,"ActionAction,         AdventureAdventure","Adult CastAdult Cast,         HistoricalHistorical,         MilitaryMilitary",SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"8.121 (scored by 3923539,235 users)
      


1
          indicates a weighted score.","#4952

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2117,"106,764",618,,,,,,
67,2023,winter,Cool Doji Danshi,"Play It Cool, Guys",https://cdn.myanimelist.net/images/anime/1123/134677.jpg,クールドジ男子,"Play It Cool, Guys",TV,24,Finished Airing,"Oct 11, 2022 to Mar 28, 2023",Fall 2022,Tuesdays at 01,"TV Tokyo,       AT-X,       Magic Capsule,       Avex Pictures","None found, add some",Pierrot,Web manga,,"Adult CastAdult Cast,         IyashikeiIyashikei",,11 min. per ep.,PG-13 - Teens 13 or older,"7.861 (scored by 3056330,563 users)
      


1
          indicates a weighted score.","#8972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2192,"102,329","1,089",,,Slice of LifeSlice of Life,,,
68,2023,winter,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",,SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",SchoolSchool,,,Shin Chan,Shin Chan,
69,2023,winter,KanColle: Itsuka Ano Umi de,KanColle Season 2: Let's Meet at Sea,https://cdn.myanimelist.net/images/anime/1907/135109.jpg,艦これ いつかあの海で,KanColle Season 2,TV,8,Finished Airing,"Nov 4, 2022 to Mar 25, 2023",Fall 2022,Fridays at 00,"None found, add some","None found, add some",ENGI,Game,"ActionAction,         Sci-FiSci-Fi","AnthropomorphicAnthropomorphic,         MilitaryMilitary,         SchoolSchool",,23 min. per ep.,PG-13 - Teens 13 or older,"6.261 (scored by 59635,963 users)
      


1
          indicates a weighted score.","#84922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3183,"53,781",224,,KanColle,,,,
70,2023,winter,Yowamushi Pedal: Limit Break,,https://cdn.myanimelist.net/images/anime/1853/135275.jpg,弱虫ペダル LIMIT BREAK,,TV,25,Finished Airing,"Oct 9, 2022 to Mar 26, 2023",Fall 2022,Sundays at 00,"TV Tokyo,       MediaNet,       TOHO animation,       Akita Shoten,       NHK Enterprises","None found, add some",TMS Entertainment,Manga,,,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.411 (scored by 95309,530 users)
      


1
          indicates a weighted score.","#23312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4466,"27,815",148,RacingRacing,"Yowamushi Pedal 5th Season, Yowapeda 5th Season",SportsSports,,,
71,2023,winter,Digimon Ghost Game,,https://cdn.myanimelist.net/images/anime/1907/118797.jpg,デジモンゴーストゲーム,Digimon Ghost Game,TV,67,Finished Airing,"Oct 3, 2021 to Mar 26, 2023",Fall 2021,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 72627,262 users)
      


1
          indicates a weighted score.","#56692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4694,"24,779",165,,,,,,
72,2023,winter,IDOLiSH7 Third Beat! Part 2,,https://cdn.myanimelist.net/images/anime/1458/125998.jpg,アイドリッシュセブン,IDOLiSH7 Third BEAT! Part 2,TV,17,Finished Airing,"Oct 2, 2022 to Feb 26, 2023",Fall 2022,Sundays at 22,"None found, add some","None found, add some",TROYCA,Game,,"Idols (Male)Idols (Male),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"8.341 (scored by 52145,214 users)
      


1
          indicates a weighted score.","#2452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5615,"15,810",262,,,DramaDrama,,,
73,2023,winter,Eternal Boys,,https://cdn.myanimelist.net/images/anime/1665/127107.jpg,永久少年 Eternal Boys,Eternal Boys,TV,24,Finished Airing,"Oct 11, 2022 to Mar 28, 2023",Fall 2022,Tuesdays at 02,"Movic,       Fuji TV,       KlockWorx,       Ultra Super Pictures,       King Records,       Fuji Creative,       Kadokawa,       Aeon Entertainment",Sentai Filmworks,LIDENFILMS,Original,,"Adult CastAdult Cast,         Idols (Male)Idols (Male),         MusicMusic",,13 min. per ep.,PG-13 - Teens 13 or older,"6.551 (scored by 23692,369 users)
      


1
          indicates a weighted score.","#67982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5804,"14,592",71,,Eikyuu Shounen,Slice of LifeSlice of Life,,,
