,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Synonyms,Themes,Genre,German,Spanish,French
36,2024,spring,Blue Archive the Animation,,https://cdn.myanimelist.net/images/anime/1739/140995.jpg,ブルーアーカイブ The Animation,,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 23,"Shochiku,       Nexon,       Studio Mausu,       Bushiroad,       JR East Marketing & Communications,       RAY,       INCS toenter,       Yostar","None found, add some","Yostar Pictures,       Studio CANDY BOX",Game,"ActionAction,         FantasyFantasy",SchoolSchool,,23 min. per ep.,PG-13 - Teens 13 or older,"7.041 (scored by 2333823,338 users)
      


1
          indicates a weighted score.","#42012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2856,"66,134","1,091",,,,,,
37,2024,spring,Henjin no Salad Bowl,A Salad Bowl of Eccentrics,https://cdn.myanimelist.net/images/anime/1861/141482.jpg,変人のサラダボウル,A Salad Bowl of Eccentrics,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 01,"Pierrot,       TBS,       CBC Television,       KlockWorx,       Hakuhodo DY Music & Pictures,       Universal Music Japan,       BS11,       Jinnan Studio,       Nichion","None found, add some","SynergySP,       Studio Comet",Light novel,"ComedyComedy,         FantasyFantasy",Urban FantasyUrban Fantasy,,24 min. per ep.,PG-13 - Teens 13 or older,"7.281 (scored by 2698326,983 users)
      


1
          indicates a weighted score.","#29432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2913,"63,616",161,"Salad Bowl of Eccentrics, Hensara",,,,,
38,2024,spring,Shinigami Bocchan to Kuro Maid 3rd Season,The Duke of Death and His Maid Season 3,https://cdn.myanimelist.net/images/anime/1988/142714.jpg,死神坊ちゃんと黒メイド 第3期,The Duke of Death and His Maid Season 3,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 22,"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       NBCUniversal Entertainment Japan,       BS11,       Shogakukan,       Yomiuri TV Enterprise,       Bandai Spirits","None found, add some",J.C.Staff,Web manga,"ComedyComedy,         FantasyFantasy,         RomanceRomance",,,23 min. per ep.,PG-13 - Teens 13 or older,"8.141 (scored by 2187021,870 users)
      


1
          indicates a weighted score.","#4662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3047,"58,655",246,,"Love Status QuoLove Status Quo,         Urban FantasyUrban Fantasy",,,,
39,2024,spring,Seiyuu Radio no Uraomote,The Many Sides of Voice Actor Radio,https://cdn.myanimelist.net/images/anime/1253/141796.jpg,声優ラジオのウラオモテ,The Many Sides of Voice Actor Radio,TV,12,Finished Airing,"Apr 10, 2024 to Jun 26, 2024",Spring 2024,Wednesdays at 21,"Movic,       AT-X,       Nippon Columbia,       KlockWorx,       Studio Mausu,       BS NTV,       Kadokawa,       Happinet Phantom Studios,       Studio Tenjin,       REAL-T","None found, add some",Connect,Light novel,"ComedyComedy,         DramaDrama",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.961 (scored by 1852018,520 users)
      


1
          indicates a weighted score.","#45592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3192,"53,468",170,The Two Sides of Voice Actor Radio,"SchoolSchool,         ShowbizShowbiz",,,,
40,2024,spring,Karasu wa Aruji wo Erabanai,Yatagarasu: The Raven Does Not Choose Its Master,https://cdn.myanimelist.net/images/anime/1084/142685.jpg,烏は主を選ばない,Yatagarasu,TV,20,Finished Airing,"Apr 6, 2024 to Sep 21, 2024",Spring 2024,Saturdays at 23,"NHK,       NHK Enterprises","None found, add some",Pierrot,Novel,"DramaDrama,         FantasyFantasy",,,25 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 1475614,756 users)
      


1
          indicates a weighted score.","#5782

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3368,"48,192",433,The Crow Does Not Choose the Lord,"HistoricalHistorical,         MythologyMythology",,,,
41,2024,spring,Vampire Dormitory,,https://cdn.myanimelist.net/images/anime/1375/141863.jpg,ヴァンパイア男子寮,Vampire Dormitory,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 23,"Dentsu,       Kodansha,       Avex Pictures,       Crunchyroll","None found, add some",Studio Blanc.,Manga,"RomanceRomance,         SupernaturalSupernatural",,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"6.201 (scored by 1582915,829 users)
      


1
          indicates a weighted score.","#88612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3433,"46,836",237,"Vampire Danshiryou, A Vampire Lives in the Dormitory","CrossdressingCrossdressing,         Love PolygonLove Polygon,         VampireVampire",,,,
42,2024,spring,Boukyaku Battery (TV),Oblivion Battery,https://cdn.myanimelist.net/images/anime/1372/142242.jpg,忘却バッテリー,Oblivion Battery,TV,12,Finished Airing,"Apr 10, 2024 to Jul 3, 2024",Spring 2024,Wednesdays at 00,"Kadokawa,       dugout","None found, add some",MAPPA,Manga,"ComedyComedy,         SportsSports",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.511 (scored by 1597215,972 users)
      


1
          indicates a weighted score.","#19292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3657,"41,871",244,,"SchoolSchool,         Team SportsTeam Sports",,,,
43,2024,spring,"Tadaima, Okaeri",,https://cdn.myanimelist.net/images/anime/1272/139785.jpg,ただいま、おかえり,"Tadaima, Okaeri",TV,12,Finished Airing,"Apr 9, 2024 to Jun 25, 2024",Spring 2024,Tuesdays at 00,"Sony Pictures Entertainment,       Animax,       Movic,       Nippon Columbia,       Nikkatsu,       Crunchyroll,       Culture Entertainment,       Bit grooove promotion,       Fusion Product","None found, add some",Studio Deen,Manga,"Boys LoveBoys Love,         Slice of LifeSlice of Life",ChildcareChildcare,,23 min. per ep.,PG-13 - Teens 13 or older,"7.751 (scored by 1357213,572 users)
      


1
          indicates a weighted score.","#11492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3781,"39,426",349,,,,,,
44,2024,spring,Astro Note,,https://cdn.myanimelist.net/images/anime/1372/141859.jpg,アストロノオト,Astro Note,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 22,"Lantis,       Shochiku,       Movic,       Tokyo MX,       Crunchyroll,       BS Asahi,       Bandai Namco Music Live,       Tokyu Agency","None found, add some",Telecom Animation Film,Original,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.561 (scored by 1081510,815 users)
      


1
          indicates a weighted score.","#67102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4214,"31,179",59,,,,,,
45,2024,spring,Tonari no Youkai-san,Tonari no Yokai-san,https://cdn.myanimelist.net/images/anime/1058/141559.jpg,となりの妖怪さん,Tonari no Yokai-san,TV,13,Finished Airing,"Apr 7, 2024 to Jun 30, 2024",Spring 2024,Sundays at 02,"ABC Animation,       East Press","None found, add some",LIDENFILMS,Web manga,"DramaDrama,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.291 (scored by 72947,294 users)
      


1
          indicates a weighted score.","#28802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4843,"23,025",72,,"MythologyMythology,         Urban FantasyUrban Fantasy",,,,
46,2024,spring,Highspeed Etoile,,https://cdn.myanimelist.net/images/anime/1719/143307.jpg,HIGHSPEED Étoile（ハイスピードエトワール）,Highspeed Etoile,TV,12,Finished Airing,"Apr 6, 2024 to Jun 22, 2024",Spring 2024,Saturdays at 01,"Mainichi Broadcasting System,       Good Smile Company,       King Records,       Yostar,       First Call Music","None found, add some",Studio A-CAT,Original,,RacingRacing,,24 min. per ep.,PG-13 - Teens 13 or older,"6.151 (scored by 44504,450 users)
      


1
          indicates a weighted score.","#91112

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5422,"17,369",98,,,,,,
47,2024,spring,Touken Ranbu Kai: Kyoden Moyuru Honnouji,Touken Ranbu Kai Kyoden,https://cdn.myanimelist.net/images/anime/1941/142048.jpg,刀剣乱舞 廻 -虚伝 燃ゆる本能寺-,Touken Ranbu Kai Kyoden,TV,8,Finished Airing,"Apr 2, 2024 to May 21, 2024",Spring 2024,Tuesdays at 23,"Marvelous Entertainment,       Rakuonsha,       Nitroplus,       TOHO animation,       EXNOA","None found, add some",domerica,Other,"ActionAction,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.111 (scored by 20672,067 users)
      


1
          indicates a weighted score.","#93622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5989,"13,384",45,,"AnthropomorphicAnthropomorphic,         HistoricalHistorical,         SamuraiSamurai",,,,
48,2024,spring,Ooi! Tonbo,Tonbo!,https://cdn.myanimelist.net/images/anime/1313/142672.jpg,オーイ！とんぼ,Tonbo!,TV,13,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 10,"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO,       Shogakukan Music & Digital Entertainment,       Shogakukan,       BS TV Tokyo,       Techno Sound,       Happinet Phantom Studios,       Golf Digest Sha,       TV Tokyo Direct","None found, add some",OLM,Manga,"DramaDrama,         SportsSports",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.101 (scored by 46774,677 users)
      


1
          indicates a weighted score.","#39032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6055,"12,987",40,"Hey! Tonbo, Oi! Tonbo",,,,,
49,2024,spring,The iDOLM@STER Shiny Colors,,https://cdn.myanimelist.net/images/anime/1274/140769.jpg,アイドルマスター シャイニーカラーズ,The iDOLM@STER Shiny Colors,TV,12,Finished Airing,"Apr 6, 2024 to Jun 22, 2024",Spring 2024,Saturdays at 01,Bandai Namco Entertainment,"None found, add some",Polygon Pictures,Game,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.091 (scored by 23252,325 users)
      


1
          indicates a weighted score.","#94542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6769,"9,948",54,,"Idols (Female)Idols (Female),         MusicMusic",Slice of LifeSlice of Life,,,
50,2024,spring,Rinkai!,,https://cdn.myanimelist.net/images/anime/1387/141515.jpg,リンカイ!,,TV,12,Finished Airing,"Apr 9, 2024 to Jun 25, 2024",Spring 2024,Tuesdays at 23,"Lantis,       Shochiku,       BS Fuji,       Tokyo MX,       U-NEXT,       Bandai Namco Music Live,       Mixi,       Maruga Factory","None found, add some",TMS Entertainment,Mixed media,,,,23 min. per ep.,PG-13 - Teens 13 or older,"5.661 (scored by 21022,102 users)
      


1
          indicates a weighted score.","#115662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6932,"9,387",36,,"Adult CastAdult Cast,         RacingRacing",SportsSports,,,
51,2024,spring,Nijiyon Animation 2,,https://cdn.myanimelist.net/images/anime/1023/140587.jpg,にじよん あにめーしょん2,Nijiyon Animation 2,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 21,"Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,4-koma manga,,,,3 min. per ep.,PG-13 - Teens 13 or older,"6.841 (scored by 26992,699 users)
      


1
          indicates a weighted score.","#51562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8071,"6,412",9,,"CGDCTCGDCT,         Idols (Female)Idols (Female)",ComedyComedy,,,
52,2024,spring,Himitsu no AiPri,,https://cdn.myanimelist.net/images/anime/1816/141521.jpg,ひみつのアイプリ,,TV,Unknown,Currently Airing,"Apr 7, 2024 to ?",Spring 2024,Sundays at 10,"None found, add some","None found, add some","OLM,       Dongwoo A&E",Game,,,,23 min.,PG - Children,"6.201 (scored by 388388 users)
      


1
          indicates a weighted score.","#88492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10333,"3,159",19,,"Idols (Female)Idols (Female),         MusicMusic",,,,
53,2024,spring,Shadowverse Flame: Arc-hen,,https://cdn.myanimelist.net/images/anime/1826/140574.jpg,シャドウバースFLAME アーク編,,TV,23,Finished Airing,"Apr 13, 2024 to Sep 28, 2024",Spring 2024,Saturdays at 09,TV Tokyo,"None found, add some",Zexcs,Card game,,Strategy GameStrategy Game,,23 min. per ep.,PG-13 - Teens 13 or older,"6.651 (scored by 501501 users)
      


1
          indicates a weighted score.","#62072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11245,"2,431",10,,,FantasyFantasy,,,
54,2024,spring,Shibuya♡Hachi,,https://cdn.myanimelist.net/images/anime/1084/142078.jpg,SHIBUYA♡HACHI,,TV,13,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 07,"TV Tokyo,       King Records","None found, add some",Nippon Animation,Other,,,,2 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15724,662,0,,,ComedyComedy,,,
55,2024,spring,Nyaaaanvy,,https://cdn.myanimelist.net/images/anime/1857/143301.jpg,ニャンビー,,TV,6,Finished Airing,"May 25, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 07,"None found, add some","None found, add some","Shin-Ei Animation,       Lesprit",Game,,,,3 min. per ep.,G - All Ages,"5.691 (scored by 164164 users)
      


1
          indicates a weighted score.","#114202

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17105,490,0,,,ComedyComedy,,,
56,2024,spring,YouTuNya 2nd Season,,https://cdn.myanimelist.net/images/anime/1651/142452.jpg,ユーチューニャー 第2期,,TV,12,Finished Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 07,"None found, add some","None found, add some",Lesprit,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#161052

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18381,390,2,,,ComedyComedy,,,
57,2024,spring,Ageo to Tim,,https://cdn.myanimelist.net/images/anime/1397/142454.jpg,あげおとティム,,TV,12,Finished Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 07,Shogakukan Music & Digital Entertainment,"None found, add some",Shogakukan-Shueisha Productions,Web manga,,AnthropomorphicAnthropomorphic,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#191082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19559,307,0,,,ComedyComedy,,,
58,2024,spring,Oshiri Tantei 8th Season,,https://cdn.myanimelist.net/images/anime/1779/142515.jpg,おしりたんてい,,TV,15,Finished Airing,"Apr 6, 2024 to Nov 16, 2024",Spring 2024,Saturdays at 09,"None found, add some","None found, add some",Toei Animation,Picture book,"ComedyComedy,         FantasyFantasy,         MysteryMystery",DetectiveDetective,,20 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#183972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#22005,174,0,Butt Detective,,,,,
59,2024,spring,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Derby Conquest""",,https://cdn.myanimelist.net/images/anime/1984/146043.jpg,鷹の爪外伝「秘密厩舎 馬の蹄 ダービーコンクエスト」,,TV,4,Finished Airing,"May 2, 2024 to May 23, 2024",Spring 2024,Thursdays at Unknown,"None found, add some","None found, add some",DLE,Original,"ComedyComedy,         SportsSports",,,2 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#146832

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#24885,95,1,Uma no Tsume 3rd Season,,,,,
60,2024,spring,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168281,416,828 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,492,012","234,241",OP,,,,,
61,2024,spring,Dungeon Meshi,Delicious in Dungeon,https://cdn.myanimelist.net/images/anime/1711/142478.jpg,ダンジョン飯,Delicious in Dungeon,TV,24,Finished Airing,"Jan 4, 2024 to Jun 13, 2024",Winter 2024,Thursdays at 22,"Ultra Super Pictures,       Good Smile Company,       Tencent Japan,       Kadokawa","None found, add some",Trigger,Manga,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         GourmetGourmet",,SeinenSeinen,25 min. per ep.,R - 17+ (violence & profanity),"8.611 (scored by 217419217,419 users)
      


1
          indicates a weighted score.","#962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#541,"446,989","8,841",Dungeon Food,,,,,
62,2024,spring,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",DetectiveDetective,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,471","15,311",Detective Conan,,,Case Closed,,
63,2024,spring,Tsuki ga Michibiku Isekai Douchuu 2nd Season,Tsukimichi -Moonlit Fantasy- Season 2,https://cdn.myanimelist.net/images/anime/1794/142621.jpg,月が導く異世界道中 第二幕,Tsukimichi -Moonlit Fantasy- Season 2,TV,25,Finished Airing,"Jan 8, 2024 to Jun 24, 2024",Winter 2024,Mondays at 23,"Mainichi Broadcasting System,       Nippon Television Network,       Tokyo MX,       Medicos Entertainment,       DMM.com,       A-Sketch,       BS NTV,       AQUA ARIS,       NetEase,       CTW,       AlphaPolis","None found, add some",J.C.Staff,Light novel,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",IsekaiIsekai,,23 min. per ep.,PG-13 - Teens 13 or older,"7.841 (scored by 125359125,359 users)
      


1
          indicates a weighted score.","#9432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#912,"282,797","2,224",,,,,,
64,2024,spring,Ninja Kamui,,https://cdn.myanimelist.net/images/anime/1142/141351.jpg,,,TV,13,Finished Airing,"Feb 11, 2024 to May 5, 2024",Winter 2024,Sundays at 08,Sola Entertainment,"None found, add some",E&H Production,Original,"ActionAction,         Sci-FiSci-Fi",,,23 min. per ep.,R - 17+ (violence & profanity),"6.661 (scored by 6794367,943 users)
      


1
          indicates a weighted score.","#61522

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1409,"178,636","1,082",,"Adult CastAdult Cast,         GoreGore,         Super PowerSuper Power",,,,
65,2024,spring,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",SchoolSchool,SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",,,,Shin Chan,Shin Chan,
66,2024,spring,Urusei Yatsura (2022) 2nd Season,,https://cdn.myanimelist.net/images/anime/1517/140830.jpg,うる星やつら第2期,,TV,23,Finished Airing,"Jan 12, 2024 to Jun 21, 2024",Winter 2024,Fridays at 00,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Fuji TV,       Shogakukan,       Fuji Creative",Sentai Filmworks,David Production,Manga,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,ShounenShounen,22 min. per ep.,PG-13 - Teens 13 or older,"7.851 (scored by 1558015,580 users)
      


1
          indicates a weighted score.","#9372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3289,"50,789",225,Urusei Yatsura Season 2,,,,,
67,2024,spring,Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,https://cdn.myanimelist.net/images/anime/1716/137279.jpg,キャプテン翼シーズン2 ジュニアユース編,Captain Tsubasa,TV,39,Finished Airing,"Oct 1, 2023 to Jun 30, 2024",Fall 2023,Sundays at 17,"TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,Studio Kai,Manga,,Team SportsTeam Sports,ShounenShounen,22 min. per ep.,G - All Ages,"7.421 (scored by 58005,800 users)
      


1
          indicates a weighted score.","#22882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5705,"15,226",108,,,SportsSports,,,
68,2024,spring,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,24 min.,G - All Ages,"6.141 (scored by 19331,933 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,790",39,,,,,,
69,2024,spring,Wonderful Precure!,,https://cdn.myanimelist.net/images/anime/1852/140786.jpg,わんだふるぷりきゅあ!,Wonderful Precure!,TV,50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",Winter 2024,Sundays at 08,ABC Animation,"None found, add some",Toei Animation,Original,,Mahou ShoujoMahou Shoujo,,23 min. per ep.,G - All Ages,"7.581 (scored by 21012,101 users)
      


1
          indicates a weighted score.","#16592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7461,"7,768",93,,,ActionAction,,,
70,2024,spring,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,ちびまる子ちゃん,Little Miss Maruko,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,SchoolSchool,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,Maruko-chan,,ComedyComedy,,Chibi Maruko-chan,
71,2024,spring,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,遊☆戯☆王ゴーラッシュ!!,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,"ActionAction,         FantasyFantasy",Strategy GameStrategy Game,,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7920,"6,744",52,Yuu Gi Ou,,,,,
72,2024,spring,Tousouchuu: Great Mission,Run For Money: The Great Mission,https://cdn.myanimelist.net/images/anime/1482/141904.jpg,逃走中 グレートミッション,Run For Money,TV,Unknown,Currently Airing,"Apr 2, 2023 to ?",Spring 2023,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"Sci-FiSci-Fi,         SuspenseSuspense",High Stakes GameHigh Stakes Game,,23 min.,PG-13 - Teens 13 or older,"5.651 (scored by 773773 users)
      


1
          indicates a weighted score.","#115922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8219,"6,108",27,,,,,,
73,2024,spring,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,ちいかわ,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14911,491 users)
      


1
          indicates a weighted score.","#16012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,986",138,,,ComedyComedy,,,
74,2024,spring,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,ぼのぼの,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",AnthropomorphicAnthropomorphic,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,,,Bono Bono,Bono Bono,Bono Bono
75,2024,spring,Ninjala (TV),,https://cdn.myanimelist.net/images/anime/1552/119871.jpg,ニンジャラ,,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",Winter 2022,Saturdays at 07,TV Tokyo,Sentai Filmworks,OLM,Game,,,,23 min.,PG - Children,"5.571 (scored by 424424 users)
      


1
          indicates a weighted score.","#119012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10490,"3,039",24,,,ActionAction,,,
76,2024,spring,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,しかるねこ,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11244,"2,432",17,,,Slice of LifeSlice of Life,,,
77,2024,spring,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,Kamiusagi Rope 4,,,,,
